timestamp,question,matched,best_score,category
2026-05-25T03:37:42,システム権限者はどのような事を行いますか？,1,0.8760808706283569,doc_rag:docx
2026-05-25T13:01:20,システム権限者はどのような事を行いますか？,1,0.8760808706283569,doc_rag:docx
2026-05-25T13:10:41,システム権限者はどのような事を行いますか？,1,0.8760808706283569,doc_rag:docx
2026-05-25T13:31:44,システム権限者はどのような事を行いますか？,1,0.6253298685731843,doc_rag:docx
2026-05-25T13:37:29,監査役はどのような事を行いますか？,1,1.0,doc_rag:pdf
2026-05-25T13:39:30,コンプライアンスに対する規定などはありますか？,1,0.6665706499812403,doc_rag:xlsx
2026-05-25T13:41:56,情報システム責任者はなにを行いますか？,1,0.9436578228890974,12
2026-05-25T14:57:39,情報システム責任者はなにを行いますか？,1,0.9436578228890974,12
2026-05-25T15:00:20,情報システム責任者はなにを行いますか？,1,0.9436578228890974,12
2026-05-25T17:50:31,情報システム責任者はなにを行いますか？,1,0.9436578228890974,12
2026-05-25T08:50:44,パソコンの電源がつかない,1,0.9594587802826708,PC本体
2026-05-25T18:02:36,情報システム責任者はなにを行いますか？,1,0.9436578228890974,12
