timestamp,question,matched,best_score,category
2026-04-12T00:05:26,ねむい,0,0.06416501555438034,
2026-04-12T10:46:42,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T10:46:48,ねむい,0,0.06416501555438034,
2026-04-12T10:47:06,アカウントがロックされました,1,0.99,アカウント管理
2026-04-12T10:48:07,お昼は？,0,0.06573320867184718,
2026-04-12T10:48:13,アカウントがロックされました,1,0.99,アカウント管理
2026-04-12T10:48:17,VPNに接続できません,1,0.99,ネットワーク
2026-04-12T10:48:22,めし,0,0.0,
2026-04-12T10:48:40,花粉しょうですが・・,0,0.10805346027103531,
2026-04-12T11:03:55,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T11:04:14,ねむい,0,0.06416501555438034,
2026-04-12T11:23:37,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T11:23:41,ねむい,0,0.06416501555438034,
2026-04-12T11:25:49,だいる,0,0.06616969247693956,
2026-04-12T11:26:02,ねむい,0,0.06416501555438034,
2026-04-12T12:01:40,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T12:17:52,アカウントがロックされました,1,0.99,アカウント管理
2026-04-12T12:17:59,VPNに接続できません,1,0.99,ネットワーク
2026-04-12T12:18:02,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T13:03:00,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T13:03:02,ねむい,0,0.06416501555438034,
2026-04-12T13:03:39,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T13:04:17,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T13:14:16,アカウントがロックされました,1,0.99,アカウント管理
2026-04-12T13:14:54,ねむい,0,0.06416501555438034,
2026-04-12T14:17:45,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T14:17:51,ねむい,0,0.06416501555438034,
2026-04-12T14:27:01,ねむい,0,0.06416501555438034,
2026-04-12T14:27:07,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T14:27:13,アカウントがロックされました,1,0.99,アカウント管理
2026-04-12T14:33:52,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T14:41:34,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T14:41:54,ねむい,0,0.06416501555438034,
2026-04-12T14:48:32,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T14:49:06,ねむい,0,0.06416501555438034,
2026-04-12T14:53:14,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T14:54:53,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T15:02:41,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T15:04:40,VPNに接続できません,1,0.99,ネットワーク
2026-04-12T15:04:53,ねむい,0,0.06416501555438034,
2026-04-12T15:10:35,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T15:11:00,VPNに接続できません,1,0.99,ネットワーク
2026-04-12T15:11:08,ねむい,0,0.06416501555438034,
2026-04-12T15:11:42,アカウントがロックされました,1,0.99,アカウント管理
2026-04-12T15:20:14,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T15:21:21,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T15:21:27,あああ,0,0.0,
2026-04-12T15:34:33,あｄｄｄ,0,0.0,
2026-04-12T15:35:10,アカウントがロックされました,1,0.99,アカウント管理
2026-04-12T15:45:44,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T15:47:25,nemu,0,0.0578060567420099,
2026-04-12T16:02:40,アカウントがロックされました,1,0.99,アカウント管理
2026-04-12T16:02:44,申請書おしえて,0,0.10622960034843017,
2026-04-12T16:12:11,アカウントがロックされました,1,0.99,アカウント管理
2026-04-12T16:42:45,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T16:42:47,ああささ,0,0.0,
2026-04-12T16:45:01,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T16:59:37,パスワードを忘れました,1,0.99,アカウント管理
2026-04-12T17:00:43,あｓだｓ,0,0.061293292972611574,
