timestamp,question,matched,best_score,category
2026-04-11T07:45:50,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T07:46:01,アカウントがロックされました,1,0.99,アカウント管理
2026-04-11T07:48:25,VPNに接続できません,1,0.99,ネットワーク
2026-04-11T08:02:45,アカウントがロックされました,1,0.99,アカウント管理
2026-04-11T14:05:58,アカウントがロックされました,1,0.99,アカウント管理
2026-04-11T14:15:36,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T14:19:59,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T14:27:52,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T14:35:08,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T14:43:09,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T14:43:32,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T14:52:40,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T14:52:56,アカウントがロックされました,1,0.99,アカウント管理
2026-04-11T14:53:00,VPNに接続できません,1,0.99,ネットワーク
2026-04-11T14:53:52,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T15:01:04,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T15:01:10,アカウントがロックされました,1,0.99,アカウント管理
2026-04-11T15:01:12,VPNに接続できません,1,0.99,ネットワーク
2026-04-11T15:01:29,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T15:01:31,アカウントがロックされました,1,0.99,アカウント管理
2026-04-11T15:01:35,VPNに接続できません,1,0.99,ネットワーク
2026-04-11T15:01:44,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T15:01:53,ねむい,0,0.06416501555438034,
2026-04-11T15:06:15,アカウントがロックされました,1,0.99,アカウント管理
2026-04-11T15:06:22,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T15:06:27,ねむい,0,0.06416501555438034,
2026-04-11T15:07:04,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T15:07:08,ねむい,0,0.06416501555438034,
2026-04-11T15:15:39,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T15:15:45,ねむい,0,0.06416501555438034,
2026-04-11T16:07:32,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T16:07:40,アカウントがロックされました,1,0.99,アカウント管理
2026-04-11T16:08:58,ねむい,0,0.06416501555438034,
2026-04-11T16:30:01,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T16:31:39,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T16:55:31,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T16:56:10,ねむい,0,0.06416501555438034,
2026-04-11T23:50:51,パスワードを忘れました,1,0.99,アカウント管理
2026-04-11T23:51:03,ねむい,0,0.06416501555438034,
2026-04-11T23:51:44,ねむい,0,0.06416501555438034,
