timestamp,question,matched,best_score,category
2026-04-19T00:55:15,Googleの検索サイトは？,1,0.4366582515889193,その他
2026-04-19T00:57:17,Google検索サイトは？,1,0.99,その他
2026-04-19T01:02:41,Googleの検索サイトは？,1,0.4366582515889193,その他
2026-04-19T01:06:41,Googleの検索サイトは？,1,0.4366582515889193,その他
2026-04-19T01:08:07,Googleの検索サイトは？,1,0.4366582515889193,その他
2026-04-19T01:08:14,yahooは？,0,0.39932004186934705,その他
2026-04-19T01:08:34,yahooの検索サイトは？,0,0.3820729886211683,その他
2026-04-19T01:08:50,yahooの検索サイトは？,0,0.3820729886211683,その他
2026-04-19T01:09:16,Yahoo！サイトは？,1,0.99,その他
2026-04-19T01:12:20,yahooサイトは？,1,0.5012470614528602,その他
2026-04-19T01:12:37,Googleの検索サイトは？,1,0.4366582515889193,その他
2026-04-19T07:45:21,VPNでエラー691が出た場合はどうすればよいですか？ ,1,0.5857977307134796,ネットワーク
2026-04-19T08:08:05,VPNでエラー691が出た場合はどうすればよいですか？,1,0.8911718130111694,doc_rag:pdf
2026-04-19T09:03:49,"つながりにくい
補足情報:
インターネットにつながりにくい",1,0.8501524925231934,doc_rag:pdf
2026-04-19T09:10:12,"重い
補足情報:
パソコンが重い",1,0.8572671413421631,doc_rag:xlsx
2026-04-19T09:35:48,"重い
補足情報:
PCが重い",1,0.8610401153564453,doc_rag:xlsx
2026-04-19T09:56:41,"重い
補足情報:
PCが重い",1,0.8610401153564453,doc_rag:xlsx
2026-04-19T11:54:57,"遅い
補足情報:
PCが重い",1,0.8595966100692749,doc_rag:xlsx
2026-04-19T12:12:17,"重い
補足情報:
PCが遅い",1,0.8577767014503479,doc_rag:xlsx
2026-04-19T12:22:05,"重い
補足情報:
PCが遅い",1,0.8577767014503479,doc_rag:xlsx
2026-04-19T13:22:20,"重い
補足情報:
PCが遅い",1,0.8577767014503479,doc_rag:xlsx
2026-04-19T14:19:48,PCが遅い,1,0.8449560403823853,PC本体
2026-04-19T15:00:50,アカウントがロックされた,1,0.8487371206283569,doc_rag:pdf
2026-04-19T15:08:16,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T15:13:25,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T15:15:16,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T15:17:34,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T15:30:30,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T15:31:33,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T16:01:07,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T16:01:14,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T16:01:18,VPNに接続できません,1,0.99,ネットワーク
2026-04-19T16:01:22,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T16:01:26,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T16:42:49,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T16:43:17,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T16:44:01,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T18:10:10,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T18:10:30,VPNに接続できません,1,0.99,ネットワーク
2026-04-19T22:50:13,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T22:51:44,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T23:04:15,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T23:04:21,VPNに接続できません,1,0.99,ネットワーク
2026-04-19T23:04:24,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T23:04:25,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T23:04:27,パスワードを忘れました,1,0.99,アカウント管理
2026-04-19T23:04:29,アカウントがロックされました,1,0.99,アカウント管理
2026-04-19T23:04:31,VPNに接続できません,1,0.99,ネットワーク
2026-04-19T23:07:00,パスワードを忘れました,1,0.99,アカウント管理
