timestamp,question,matched,best_score,category
2026-03-09T00:47:27,PCが重い,0,0.2734526350134755,申請・購買
2026-03-09T00:52:30,勤怠システムにつながらない,1,0.42802924958378236,リモートワーク
2026-03-09T00:53:59,エクセルが固まった,0,0.049696177164021665,
2026-03-09T00:55:47,ワークフローの権限を追加してほしい,1,0.6026254757980256,業務システム
2026-03-09T01:04:49,ワークフローでエラーになります,1,0.6782017622384677,業務システム
2026-03-09T01:14:47,Edgeが表示されません,0,0.20082474364243566,
2026-03-09T01:15:46,Edgeが,1,0.42192027562573925,ブラウザ・Web
2026-03-09T01:16:33,PC,1,0.47263817192732877,申請・購買
2026-03-09T13:07:28,PCが遅い,0,0.25053941369000754,申請・購買
2026-03-09T13:08:23,PCが起動しない,1,0.5042176174406745,
2026-03-09T13:09:35,PCが起動しない,1,0.5048561499988372,
2026-03-09T13:11:38,PCが起動しない,1,0.5698829072643175,PC管理カンリ
2026-03-09T13:12:01,PCが起動しません,1,0.4812609853096652,Officeアプリ
